Age,Attrition,Travelling Frequency,Department,Education,EducationField,EmployeeCount,Employee Id,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Monthly Income,OverTime,PercentSalaryHike,PerformanceRating,Standard Working Hours,Total Experience,Total Trainings Last Year,WorkLifeBalance, Years In Current Company,YearsInCurrentRole,YearsSinceLastPromotion
35,No,Travel_Rarely,Research & Development,4,Life Sciences,1,496,Male,97,2,Healthcare Representative,2,Single,19394,No,19,3,80,10,5,3,1,1,0
27,No,Travel_Rarely,Research & Development,2,Medical,1,497,Male,82,1,Laboratory Technician,2,Divorced,17881,No,11,3,80,5,2,3,5,2,0
28,No,Travel_Rarely,Sales,4,Life Sciences,1,498,Male,92,2,Sales Executive,4,Single,20750,No,16,3,80,7,1,3,7,5,0
49,No,Travel_Rarely,Research & Development,3,Other,1,499,Male,31,3,Healthcare Representative,3,Single,12066,No,24,4,80,26,2,3,5,2,0
51,No,Travel_Rarely,Sales,2,Life Sciences,1,500,Female,87,2,Sales Executive,4,Married,14862,No,11,3,80,18,2,2,7,7,0
36,No,Travel_Rarely,Research & Development,3,Life Sciences,1,501,Female,96,1,Research Scientist,3,Married,11868,No,13,3,80,6,3,3,2,2,2
34,Yes,Non-Travel,Sales,3,Marketing,1,502,Male,67,2,Sales Executive,4,Single,4652,Yes,13,3,80,9,3,2,5,2,0
55,No,Travel_Rarely,Research & Development,3,Life Sciences,1,505,Female,97,4,Manager,4,Single,23258,Yes,13,3,80,30,2,3,5,4,1
24,No,Travel_Rarely,Sales,4,Marketing,1,507,Female,77,2,Sales Executive,3,Divorced,5915,Yes,12,3,80,5,2,4,5,2,0
30,No,Travel_Rarely,Sales,1,Technical Degree,1,508,Male,72,1,Sales Representative,2,Married,17434,No,18,3,80,1,3,3,1,0,0
26,Yes,Travel_Frequently,Research & Development,1,Technical Degree,1,510,Male,73,1,Research Scientist,1,Single,6582,No,22,4,80,7,2,3,6,4,0
22,No,Travel_Rarely,Research & Development,3,Medical,1,511,Female,43,1,Research Scientist,2,Married,24440,No,13,3,80,2,1,3,2,1,1
36,No,Travel_Rarely,Sales,2,Medical,1,513,Male,61,3,Sales Executive,3,Married,3809,No,13,3,80,10,2,3,10,9,9
30,Yes,Travel_Frequently,Research & Development,3,Technical Degree,1,514,Male,40,1,Research Scientist,4,Single,3427,Yes,23,4,80,3,4,3,1,0,0
37,No,Travel_Rarely,Research & Development,3,Life Sciences,1,515,Female,95,1,Laboratory Technician,1,Divorced,26914,No,12,3,80,18,2,2,18,7,12
40,No,Travel_Rarely,Sales,2,Marketing,1,516,Female,46,2,Sales Executive,2,Divorced,22553,No,12,3,80,8,5,3,5,4,1
42,No,Travel_Rarely,Research & Development,4,Life Sciences,1,517,Female,95,1,Laboratory Technician,1,Divorced,20490,No,16,3,80,8,5,3,5,2,1
37,No,Travel_Rarely,Research & Development,4,Life Sciences,1,518,Male,49,2,Manufacturing Director,2,Single,21123,Yes,12,3,80,18,2,2,1,0,0
43,No,Travel_Rarely,Research & Development,3,Life Sciences,1,520,Male,59,4,Research Director,2,Divorced,4345,No,11,3,80,25,3,3,25,10,3
40,No,Travel_Rarely,Research & Development,3,Medical,1,521,Female,78,2,Laboratory Technician,3,Married,13436,No,22,4,80,20,3,3,1,0,0
54,No,Travel_Rarely,Research & Development,2,Medical,1,522,Male,86,5,Research Director,1,Married,8509,No,11,3,80,24,4,2,4,2,1
34,No,Non-Travel,Sales,4,Marketing,1,523,Female,72,2,Sales Executive,3,Married,12740,No,15,3,80,6,3,3,3,2,1
31,No,Travel_Rarely,Research & Development,2,Medical,1,524,Female,31,2,Manufacturing Director,1,Married,4156,No,12,3,80,13,5,1,13,10,3
43,No,Travel_Frequently,Research & Development,3,Medical,1,525,Male,61,1,Laboratory Technician,4,Married,15238,No,20,4,80,8,1,3,3,2,1
43,No,Travel_Rarely,Research & Development,4,Other,1,526,Female,74,2,Healthcare Representative,3,Divorced,2227,Yes,14,3,80,8,3,3,5,2,0
25,No,Travel_Rarely,Sales,2,Life Sciences,1,527,Female,99,2,Sales Executive,4,Single,12090,Yes,11,3,80,5,3,3,5,4,1
37,No,Non-Travel,Research & Development,5,Medical,1,529,Female,72,2,Research Scientist,3,Married,23866,Yes,15,3,80,15,2,3,13,11,10
31,No,Travel_Rarely,Research & Development,2,Life Sciences,1,530,Male,98,1,Laboratory Technician,1,Married,16193,No,12,3,80,4,3,3,4,2,3
39,No,Travel_Frequently,Research & Development,1,Life Sciences,1,531,Male,52,5,Manager,3,Divorced,8213,Yes,14,3,80,21,3,3,21,8,1
56,No,Travel_Frequently,Sales,3,Life Sciences,1,532,Female,86,4,Sales Executive,1,Married,18256,No,11,3,80,36,0,2,7,7,7
30,No,Travel_Rarely,Sales,3,Technical Degree,1,533,Female,83,2,Sales Executive,3,Single,19558,No,11,3,80,6,6,3,5,4,4
41,No,Travel_Rarely,Sales,3,Marketing,1,534,Male,49,3,Sales Executive,1,Married,19566,No,16,3,80,10,2,3,10,7,0
28,No,Travel_Rarely,Research & Development,2,Medical,1,536,Male,79,2,Laboratory Technician,1,Divorced,13535,No,12,3,80,10,2,3,10,0,1
25,Yes,Travel_Rarely,Research & Development,3,Medical,1,538,Male,91,1,Laboratory Technician,1,Married,9396,No,13,3,80,6,5,3,2,2,0
52,No,Travel_Rarely,Research & Development,3,Medical,1,543,Male,39,3,Manufacturing Director,3,Married,19609,Yes,14,3,80,28,4,3,5,4,0
45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,544,Male,69,1,Research Scientist,4,Married,9655,No,21,4,80,8,3,2,2,2,0
52,No,Travel_Rarely,Research & Development,2,Life Sciences,1,546,Female,30,4,Manager,4,Married,10310,No,13,3,80,31,2,1,5,2,1
42,No,Travel_Frequently,Research & Development,2,Life Sciences,1,547,Female,92,2,Research Scientist,3,Divorced,12932,No,11,3,80,19,3,3,5,4,0
30,No,Travel_Rarely,Research & Development,3,Life Sciences,1,548,Female,43,2,Manufacturing Director,4,Single,24793,No,20,4,80,11,2,3,5,4,0
60,No,Travel_Rarely,Research & Development,3,Life Sciences,1,549,Female,41,5,Manager,1,Married,3854,No,11,3,80,33,5,1,29,8,11
46,No,Travel_Rarely,Research & Development,3,Medical,1,550,Female,87,2,Manufacturing Director,3,Divorced,26314,No,14,3,80,19,5,2,10,7,0
42,No,Travel_Frequently,Research & Development,4,Technical Degree,1,551,Female,88,2,Healthcare Representative,4,Married,4386,No,11,3,80,7,4,4,6,5,0
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,554,Female,62,1,Sales Representative,2,Single,21972,Yes,16,3,80,6,4,3,5,3,1
34,Yes,Travel_Frequently,Sales,2,Marketing,1,555,Female,33,1,Sales Representative,3,Divorced,12253,No,16,3,80,3,3,2,2,2,1
38,No,Travel_Frequently,Research & Development,2,Life Sciences,1,556,Male,42,1,Laboratory Technician,4,Married,12106,Yes,23,4,80,1,3,3,1,0,0
40,No,Travel_Rarely,Sales,4,Life Sciences,1,558,Female,79,5,Manager,3,Married,13022,No,14,3,80,21,2,3,20,15,1
26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,560,Female,90,1,Research Scientist,4,Divorced,3032,No,22,4,80,3,3,1,3,2,0
30,No,Non-Travel,Research & Development,3,Life Sciences,1,562,Male,53,1,Laboratory Technician,4,Married,16734,No,15,3,80,9,3,1,5,3,1
29,No,Travel_Rarely,Research & Development,4,Medical,1,564,Male,93,3,Research Director,3,Married,21526,No,18,3,80,10,2,3,10,2,0
29,Yes,Travel_Rarely,Research & Development,5,Technical Degree,1,565,Female,71,1,Research Scientist,2,Married,18300,No,16,3,80,6,2,4,2,2,1
19,Yes,Travel_Rarely,Human Resources,2,Technical Degree,1,566,Male,52,1,Human Resources,4,Single,18437,No,12,3,80,1,3,4,1,0,0
30,No,Non-Travel,Sales,4,Other,1,567,Female,69,3,Sales Executive,1,Married,2890,No,11,3,80,10,3,3,9,8,7
57,No,Travel_Rarely,Sales,3,Marketing,1,568,Male,56,4,Manager,4,Divorced,22102,No,12,3,80,32,3,2,1,0,0
50,No,Travel_Rarely,Research & Development,4,Life Sciences,1,569,Male,88,4,Manager,3,Married,9314,No,15,3,80,28,2,3,27,10,15
30,No,Non-Travel,Research & Development,3,Medical,1,571,Female,49,1,Laboratory Technician,4,Single,7181,No,14,3,80,12,2,2,11,7,6
60,No,Travel_Frequently,Sales,3,Marketing,1,573,Female,80,3,Sales Executive,1,Married,2845,No,19,3,80,22,5,4,18,13,13
47,No,Travel_Rarely,Research & Development,2,Medical,1,574,Female,65,2,Manufacturing Director,4,Divorced,7389,No,13,3,80,20,2,3,5,0,0
46,No,Travel_Rarely,Research & Development,3,Life Sciences,1,575,Male,51,4,Research Director,3,Married,2288,No,13,3,80,26,2,1,3,2,0
35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,577,Male,46,1,Laboratory Technician,3,Single,19225,No,15,3,80,6,2,3,5,4,4
54,No,Travel_Rarely,Research & Development,4,Life Sciences,1,578,Female,42,2,Laboratory Technician,3,Single,23428,No,11,3,80,19,3,3,1,0,0
34,No,Travel_Rarely,Research & Development,4,Life Sciences,1,579,Male,62,1,Research Scientist,3,Divorced,8416,No,12,3,80,14,3,3,7,3,5
46,No,Travel_Rarely,Sales,3,Marketing,1,580,Female,94,3,Sales Executive,4,Married,11563,Yes,19,3,80,15,3,3,3,2,1
31,No,Travel_Rarely,Research & Development,1,Life Sciences,1,581,Male,33,3,Manufacturing Director,2,Divorced,14394,No,25,4,80,13,6,4,13,8,0
33,Yes,Travel_Rarely,Research & Development,1,Medical,1,582,Male,56,3,Manager,3,Married,24619,Yes,12,3,80,15,2,4,7,6,7
33,Yes,Travel_Rarely,Research & Development,1,Medical,1,584,Male,38,1,Laboratory Technician,4,Divorced,6705,No,13,3,80,8,2,3,4,3,1
30,No,Travel_Rarely,Sales,1,Marketing,1,585,Male,57,1,Sales Representative,2,Single,18398,No,14,3,80,4,3,3,3,2,1
35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,586,Male,72,3,Healthcare Representative,3,Married,14295,Yes,12,3,80,10,2,3,8,7,0
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,587,Male,66,3,Healthcare Representative,3,Married,22908,No,12,3,80,12,2,3,1,0,0
34,Yes,Travel_Frequently,Human Resources,3,Human Resources,1,590,Female,43,3,Human Resources,1,Divorced,11533,Yes,15,3,80,11,2,3,3,2,0
42,No,Travel_Frequently,Research & Development,2,Other,1,591,Male,97,1,Laboratory Technician,3,Married,9260,No,17,3,80,8,4,3,2,2,2
36,No,Non-Travel,Sales,4,Medical,1,592,Male,32,3,Sales Executive,4,Single,15318,No,14,3,80,10,3,2,10,3,9
22,Yes,Travel_Frequently,Research & Development,1,Technical Degree,1,593,Male,99,1,Laboratory Technician,3,Single,9129,No,16,3,80,4,3,3,2,2,1
48,No,Travel_Rarely,Sales,5,Marketing,1,595,Female,37,2,Sales Executive,4,Married,19658,No,14,3,80,14,2,3,9,7,6
55,No,Travel_Rarely,Sales,5,Life Sciences,1,597,Female,83,4,Manager,2,Single,9873,No,23,4,80,37,2,3,10,9,7
41,No,Non-Travel,Sales,2,Life Sciences,1,599,Male,56,2,Sales Executive,4,Single,13430,No,14,3,80,16,3,3,14,3,1
35,No,Travel_Rarely,Sales,3,Marketing,1,600,Male,85,2,Sales Executive,3,Married,18659,No,11,3,80,15,2,3,11,9,6
40,No,Travel_Rarely,Research & Development,3,Life Sciences,1,601,Female,75,4,Manufacturing Director,3,Single,20364,No,15,3,80,22,3,3,20,6,5
39,No,Travel_Frequently,Research & Development,1,Life Sciences,1,602,Female,48,1,Laboratory Technician,3,Married,17872,No,11,3,80,8,3,3,8,3,0
31,No,Travel_Rarely,Sales,1,Life Sciences,1,604,Male,77,2,Sales Executive,4,Single,8346,Yes,13,3,80,10,2,4,6,5,0
42,No,Travel_Rarely,Research & Development,3,Medical,1,605,Male,56,3,Manufacturing Director,1,Married,6950,Yes,21,4,80,10,5,2,10,9,5
45,No,Travel_Rarely,Sales,3,Other,1,606,Male,61,2,Sales Executive,2,Married,16177,No,19,3,80,9,3,4,8,7,3
26,Yes,Travel_Frequently,Human Resources,4,Life Sciences,1,608,Female,58,1,Human Resources,3,Divorced,22808,Yes,11,3,80,8,2,2,7,7,1
29,No,Travel_Rarely,Research & Development,3,Technical Degree,1,611,Male,34,2,Manufacturing Director,4,Divorced,22645,No,12,3,80,8,2,4,3,2,1
33,No,Travel_Rarely,Research & Development,5,Medical,1,612,Female,95,4,Research Director,3,Divorced,22578,No,19,3,80,10,2,3,6,1,0
31,No,Travel_Rarely,Sales,3,Life Sciences,1,613,Male,44,3,Manager,4,Divorced,25291,No,21,4,80,10,3,2,5,4,0
18,Yes,Travel_Frequently,Sales,3,Marketing,1,614,Male,69,1,Sales Representative,2,Single,8059,Yes,14,3,80,0,3,3,0,0,0
40,No,Non-Travel,Sales,3,Other,1,615,Male,58,3,Sales Executive,1,Divorced,11373,No,15,3,80,20,2,3,1,0,0
41,No,Non-Travel,Research & Development,4,Other,1,616,Female,62,2,Healthcare Representative,3,Single,2112,Yes,17,3,80,10,3,3,8,7,0
26,No,Travel_Rarely,Sales,2,Medical,1,618,Male,45,2,Sales Executive,3,Divorced,4267,No,12,3,80,8,5,3,0,0,0
35,No,Travel_Rarely,Sales,3,Medical,1,620,Female,80,2,Sales Executive,3,Single,6698,No,16,3,80,5,3,3,5,4,0
34,No,Travel_Rarely,Sales,4,Life Sciences,1,621,Male,74,2,Sales Executive,4,Single,19921,No,12,3,80,10,3,3,10,7,5
26,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,622,Male,66,1,Laboratory Technician,4,Single,23213,Yes,18,3,80,1,3,1,1,0,0
37,No,Travel_Rarely,Research & Development,3,Technical Degree,1,623,Female,59,3,Manufacturing Director,4,Single,23848,No,17,3,80,12,3,4,6,5,1
46,No,Travel_Frequently,Research & Development,1,Medical,1,624,Female,86,3,Healthcare Representative,3,Married,8984,No,11,3,80,28,3,2,2,2,1
41,No,Travel_Rarely,Sales,5,Life Sciences,1,625,Female,91,4,Manager,1,Married,5626,No,16,3,80,22,2,3,18,16,11
37,No,Non-Travel,Sales,4,Medical,1,626,Male,69,3,Sales Executive,2,Divorced,24666,No,13,3,80,9,6,3,9,5,7
52,No,Travel_Rarely,Research & Development,2,Technical Degree,1,630,Male,78,2,Research Scientist,1,Divorced,22087,Yes,12,3,80,18,3,3,10,9,6
32,Yes,Non-Travel,Sales,4,Other,1,631,Male,60,2,Sales Executive,3,Married,23914,No,12,3,80,6,2,3,4,2,1
24,No,Travel_Frequently,Sales,3,Medical,1,632,Male,38,1,Sales Representative,4,Married,5530,No,13,3,80,3,3,3,2,2,2
38,No,Travel_Rarely,Research & Development,3,Medical,1,634,Female,76,2,Healthcare Representative,3,Married,22174,No,19,3,80,18,4,3,1,0,0
37,No,Travel_Rarely,Research & Development,4,Life Sciences,1,635,Female,65,2,Manufacturing Director,2,Married,15701,No,12,3,80,8,2,2,6,5,4
49,No,Travel_Rarely,Research & Development,4,Life Sciences,1,638,Male,58,5,Research Director,3,Divorced,2125,Yes,17,3,80,31,5,3,31,9,0
24,No,Travel_Rarely,Research & Development,3,Medical,1,639,Male,89,1,Research Scientist,4,Married,21630,Yes,11,3,80,6,3,3,6,5,1
26,No,Travel_Rarely,Sales,2,Marketing,1,641,Male,66,2,Sales Executive,2,Married,7428,No,20,4,80,6,5,4,5,3,1
24,No,Travel_Rarely,Research & Development,2,Other,1,643,Male,94,1,Laboratory Technician,2,Married,9100,No,21,4,80,1,2,3,1,0,0
50,No,Travel_Frequently,Human Resources,3,Medical,1,644,Male,99,5,Manager,2,Married,7999,No,11,3,80,32,2,3,32,5,10
25,No,Travel_Rarely,Sales,1,Medical,1,645,Male,40,1,Sales Representative,3,Married,26376,No,11,3,80,7,1,3,7,4,0
24,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,647,Female,55,1,Laboratory Technician,3,Married,14168,Yes,16,3,80,6,4,3,6,3,1
30,Yes,Travel_Frequently,Sales,4,Life Sciences,1,648,Male,74,1,Sales Representative,1,Married,14470,No,18,3,80,1,2,4,1,0,0
34,No,Travel_Rarely,Research & Development,2,Life Sciences,1,649,Male,83,1,Research Scientist,4,Married,22794,Yes,13,3,80,6,3,3,6,5,1
31,Yes,Travel_Rarely,Sales,4,Medical,1,650,Male,46,2,Sales Executive,1,Divorced,11512,No,17,3,80,9,2,1,3,1,1
35,No,Travel_Rarely,Research & Development,2,Other,1,652,Male,54,2,Laboratory Technician,4,Single,14004,No,14,3,80,9,3,3,3,2,0
31,No,Travel_Rarely,Sales,4,Medical,1,653,Male,66,2,Sales Executive,4,Divorced,6219,No,22,4,80,13,4,4,7,7,5
27,No,Travel_Rarely,Research & Development,4,Medical,1,655,Female,66,1,Research Scientist,3,Divorced,5013,No,12,3,80,6,5,2,5,3,0
37,No,Travel_Rarely,Sales,3,Marketing,1,656,Male,75,2,Sales Executive,3,Married,3010,Yes,11,3,80,17,3,2,3,0,1
20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,657,Female,83,1,Research Scientist,2,Single,11757,No,13,3,80,1,0,4,1,0,0
42,No,Travel_Rarely,Research & Development,4,Life Sciences,1,659,Female,81,2,Healthcare Representative,4,Married,5718,No,13,3,80,10,4,3,10,2,2
43,No,Travel_Rarely,Research & Development,4,Other,1,661,Male,50,4,Research Director,4,Divorced,2671,Yes,14,3,80,21,3,2,1,0,0
38,No,Travel_Rarely,Research & Development,1,Life Sciences,1,662,Female,43,1,Research Scientist,1,Single,14561,No,17,3,80,8,3,2,0,0,0
43,No,Travel_Frequently,Research & Development,5,Medical,1,663,Male,72,2,Laboratory Technician,3,Divorced,19627,Yes,13,3,80,10,3,3,8,7,4
48,No,Travel_Rarely,Research & Development,4,Life Sciences,1,664,Female,40,4,Manager,1,Married,17997,No,11,3,80,21,3,1,3,2,0
44,No,Travel_Rarely,Human Resources,4,Life Sciences,1,665,Female,50,2,Human Resources,3,Single,26894,No,11,3,80,10,1,4,2,2,0
34,No,Travel_Rarely,Sales,3,Technical Degree,1,666,Female,31,1,Sales Representative,3,Divorced,2912,Yes,18,3,80,8,3,3,8,2,0
27,Yes,Travel_Rarely,Sales,1,Marketing,1,667,Male,85,1,Sales Representative,1,Divorced,16346,No,11,3,80,5,3,3,4,3,0
21,No,Travel_Rarely,Sales,1,Technical Degree,1,669,Male,49,1,Sales Representative,3,Single,24444,No,11,3,80,3,2,3,3,2,1
44,No,Travel_Rarely,Research & Development,4,Other,1,671,Male,35,5,Manager,4,Married,9358,Yes,12,3,80,26,2,4,2,2,0
22,No,Travel_Rarely,Research & Development,1,Medical,1,675,Male,69,1,Research Scientist,3,Married,12145,No,20,4,80,3,3,3,2,2,2
33,No,Travel_Rarely,Sales,4,Marketing,1,677,Male,39,2,Sales Executive,3,Divorced,20431,No,12,3,80,6,3,3,5,0,1
32,No,Travel_Rarely,Research & Development,4,Life Sciences,1,679,Female,92,2,Research Scientist,4,Married,18089,Yes,12,3,80,6,2,2,6,4,0
30,No,Travel_Frequently,Research & Development,3,Medical,1,680,Female,71,1,Research Scientist,3,Divorced,22653,No,20,4,80,1,2,3,1,0,0
53,No,Travel_Rarely,Sales,1,Medical,1,682,Female,34,2,Sales Executive,1,Single,7507,No,20,4,80,18,2,4,14,7,8
34,No,Travel_Rarely,Research & Development,5,Life Sciences,1,683,Male,42,1,Research Scientist,4,Married,7660,No,12,3,80,10,4,2,10,9,8
45,Yes,Travel_Frequently,Sales,4,Life Sciences,1,684,Female,100,2,Sales Executive,1,Married,5630,No,14,3,80,5,4,3,1,1,0
26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,686,Female,71,1,Laboratory Technician,4,Married,17759,Yes,13,3,80,3,2,3,3,2,0
37,No,Travel_Rarely,Research & Development,3,Other,1,689,Male,36,3,Manufacturing Director,3,Married,9606,No,15,3,80,10,2,3,10,7,7
29,No,Travel_Rarely,Sales,2,Medical,1,690,Female,62,2,Sales Executive,3,Married,3487,No,14,3,80,6,5,2,6,0,1
35,No,Travel_Rarely,Research & Development,4,Life Sciences,1,691,Male,82,2,Research Scientist,4,Single,19368,No,13,3,80,17,3,3,17,11,11
33,No,Travel_Frequently,Research & Development,3,Life Sciences,1,692,Male,30,2,Healthcare Representative,4,Divorced,5335,No,23,4,80,15,2,1,13,11,4
54,No,Travel_Rarely,Human Resources,4,Medical,1,698,Male,88,3,Human Resources,2,Married,6729,No,15,3,80,16,1,4,9,7,7
36,No,Travel_Rarely,Research & Development,2,Medical,1,699,Male,48,2,Manufacturing Director,2,Divorced,13934,Yes,11,3,80,13,2,3,3,2,0
27,No,Travel_Rarely,Research & Development,4,Medical,1,700,Male,54,1,Research Scientist,4,Single,15174,No,13,3,80,5,0,3,4,2,1
20,Yes,Travel_Rarely,Research & Development,1,Medical,1,701,Male,32,1,Research Scientist,3,Single,26999,Yes,11,3,80,1,5,3,1,0,1
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,702,Male,70,1,Research Scientist,1,Single,3164,Yes,11,3,80,10,3,3,10,8,9
35,No,Non-Travel,Research & Development,3,Life Sciences,1,704,Male,41,1,Laboratory Technician,3,Married,16900,No,18,3,80,1,3,3,1,0,0
23,No,Travel_Rarely,Research & Development,3,Medical,1,705,Male,58,1,Research Scientist,1,Married,8544,No,16,3,80,5,3,4,3,2,0
25,No,Travel_Rarely,Sales,3,Life Sciences,1,707,Male,57,2,Sales Executive,2,Married,15678,No,22,4,80,4,4,3,3,2,1
38,No,Travel_Rarely,Sales,4,Marketing,1,709,Female,46,2,Sales Executive,4,Single,7791,No,20,4,80,8,2,3,7,7,0
29,No,Travel_Frequently,Research & Development,4,Life Sciences,1,710,Male,76,1,Research Scientist,4,Divorced,18959,No,18,3,80,10,5,3,10,7,2
48,No,Travel_Rarely,Sales,1,Marketing,1,712,Male,56,2,Sales Executive,2,Married,18597,No,12,3,80,12,3,3,2,2,2
27,No,Travel_Frequently,Sales,1,Medical,1,714,Female,71,2,Sales Executive,4,Divorced,16673,Yes,20,4,80,6,3,3,6,5,0
37,No,Travel_Rarely,Research & Development,2,Life Sciences,1,715,Male,80,1,Research Scientist,4,Single,15232,No,17,3,80,4,2,3,1,0,0
50,No,Travel_Rarely,Research & Development,1,Medical,1,716,Male,74,1,Laboratory Technician,3,Married,3297,Yes,11,3,80,20,3,3,20,8,3
34,No,Travel_Rarely,Research & Development,3,Medical,1,717,Female,46,3,Healthcare Representative,2,Single,17654,No,14,3,80,9,3,4,8,7,7
24,Yes,Travel_Rarely,Sales,2,Life Sciences,1,720,Female,65,2,Sales Executive,3,Single,24785,No,14,3,80,4,3,3,2,2,2
39,No,Travel_Rarely,Research & Development,4,Technical Degree,1,721,Female,80,2,Healthcare Representative,3,Single,20978,No,11,3,80,20,4,3,20,7,11
32,No,Travel_Rarely,Sales,3,Marketing,1,722,Male,55,2,Sales Executive,4,Single,21703,No,12,3,80,10,2,2,10,7,0
50,Yes,Travel_Frequently,Sales,2,Technical Degree,1,723,Male,50,2,Sales Executive,3,Married,23452,Yes,14,3,80,18,4,3,4,3,1
38,No,Travel_Rarely,Research & Development,4,Life Sciences,1,724,Female,33,2,Healthcare Representative,4,Single,19383,No,13,3,80,10,4,2,9,7,1
27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,725,Female,68,3,Manufacturing Director,1,Married,6009,No,11,3,80,9,3,3,9,7,0
32,No,Travel_Rarely,Research & Development,2,Life Sciences,1,727,Female,39,3,Research Director,4,Single,19373,No,15,3,80,10,6,3,7,7,7
47,No,Travel_Rarely,Sales,4,Marketing,1,728,Male,42,2,Sales Executive,1,Single,11825,No,12,3,80,20,2,3,7,7,1
40,No,Travel_Frequently,Sales,4,Life Sciences,1,729,Male,48,3,Sales Executive,1,Married,23772,Yes,21,4,80,20,2,3,18,13,1
53,No,Travel_Rarely,Research & Development,3,Life Sciences,1,730,Male,59,4,Research Director,3,Married,13514,No,19,3,80,32,3,3,5,1,1
41,No,Travel_Rarely,Human Resources,4,Human Resources,1,731,Male,73,5,Manager,4,Divorced,8861,No,15,3,80,23,2,2,21,6,12
60,No,Travel_Rarely,Sales,4,Marketing,1,732,Male,84,2,Sales Executive,1,Single,11924,No,14,3,80,10,1,3,2,2,2
27,No,Travel_Frequently,Research & Development,2,Life Sciences,1,733,Male,32,3,Manufacturing Director,1,Divorced,4809,No,21,4,80,9,4,2,9,7,1
41,No,Travel_Rarely,Human Resources,3,Human Resources,1,734,Male,59,5,Manager,3,Married,19562,No,12,3,80,22,3,3,22,7,2
50,No,Travel_Rarely,Sales,4,Marketing,1,738,Male,54,1,Sales Representative,2,Married,9983,No,15,3,80,4,2,3,2,2,2
28,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,741,Female,67,1,Research Scientist,2,Single,3872,Yes,13,3,80,10,4,3,7,7,3
36,No,Non-Travel,Research & Development,3,Life Sciences,1,742,Female,63,3,Research Director,1,Married,20335,No,14,3,80,10,2,3,8,7,0
38,No,Travel_Rarely,Research & Development,3,Life Sciences,1,743,Female,81,3,Manufacturing Director,3,Single,15397,Yes,14,3,80,10,4,4,1,0,0
44,No,Non-Travel,Research & Development,3,Medical,1,744,Male,49,1,Laboratory Technician,3,Single,2104,No,14,3,80,9,5,3,5,2,1
47,No,Travel_Frequently,Sales,3,Medical,1,746,Female,49,4,Sales Executive,3,Divorced,10225,Yes,12,3,80,28,2,2,22,2,11
30,No,Travel_Rarely,Sales,5,Marketing,1,747,Male,99,2,Sales Executive,4,Divorced,25275,No,23,4,80,10,2,2,8,7,7
29,No,Travel_Rarely,Sales,3,Life Sciences,1,749,Male,99,1,Sales Representative,3,Single,2755,No,11,3,80,1,6,3,1,0,0
42,Yes,Travel_Frequently,Research & Development,3,Medical,1,752,Male,57,1,Research Scientist,3,Divorced,20366,Yes,12,3,80,7,2,3,2,2,2
43,No,Travel_Frequently,Sales,3,Life Sciences,1,754,Male,47,2,Sales Executive,4,Married,23683,No,18,3,80,7,5,3,2,2,2
34,No,Travel_Rarely,Research & Development,2,Medical,1,757,Female,96,2,Healthcare Representative,3,Single,7360,No,11,3,80,10,2,3,5,1,4
23,No,Travel_Rarely,Research & Development,1,Medical,1,758,Male,37,1,Laboratory Technician,1,Married,4344,No,14,3,80,5,2,4,4,3,0
39,No,Travel_Rarely,Human Resources,3,Human Resources,1,760,Female,44,2,Human Resources,2,Married,18767,No,15,3,80,12,3,1,8,3,3
56,No,Travel_Rarely,Research & Development,3,Medical,1,762,Male,81,4,Healthcare Representative,4,Married,20420,No,11,3,80,30,1,2,10,7,1
40,No,Travel_Rarely,Research & Development,1,Medical,1,763,Female,86,1,Research Scientist,4,Single,22929,Yes,20,4,80,5,2,2,4,2,2
27,No,Travel_Rarely,Research & Development,3,Medical,1,764,Female,55,2,Healthcare Representative,1,Single,23398,No,19,3,80,9,2,1,7,6,0
29,No,Travel_Rarely,Sales,3,Marketing,1,766,Male,83,1,Sales Representative,2,Divorced,17967,No,14,3,80,2,2,3,2,2,2
53,No,Travel_Rarely,Research & Development,3,Life Sciences,1,769,Male,86,2,Laboratory Technician,4,Single,10919,No,17,3,80,19,4,3,2,2,2
35,No,Non-Travel,Research & Development,4,Life Sciences,1,771,Female,61,2,Healthcare Representative,1,Divorced,4761,No,11,3,80,16,2,4,1,0,0
32,No,Travel_Frequently,Research & Development,4,Life Sciences,1,772,Male,80,2,Laboratory Technician,4,Married,21146,No,15,3,80,10,2,3,10,8,4
38,No,Travel_Rarely,Research & Development,5,Medical,1,773,Male,92,1,Research Scientist,3,Married,20471,Yes,13,3,80,6,0,1,1,0,0
